fipstate,naics,emp,ap,est
31,541110,4666,316507,864
31,541191,462,21936,75
31,541199,4,69,7
31,541211,2558,164222,349
31,541213,795,8415,144
31,541214,323,14120,28
31,541219,952,38507,230
31,541310,1303,88939,97
31,541320,18,1004,15
31,541330,4072,330963,272
31,541340,35,1657,16
31,541350,35,1404,26
31,541360,0,0,3
31,541370,79,4381,37
31,541380,275,19412,29
31,541410,202,8840,76
31,541420,0,0,4
31,541430,189,8272,71
31,541490,8,195,5
31,541511,5016,373465,377
31,541512,1939,155073,242
31,541513,606,56558,31
31,541519,26,1189,24
31,541611,1301,84271,343
31,541612,506,31563,51
31,541613,2313,125692,176
31,541614,225,15404,45
31,541618,37,2566,20
31,541620,102,4997,30
31,541690,241,13251,167
31,541711,149,8604,10
31,541712,772,47478,59
31,541720,14,1471,4
31,541810,917,50189,78
31,541820,92,5394,37
31,541830,25,1336,4
31,541840,28,1082,14
31,541850,37,1756,19
31,541860,58,2496,14
31,541870,0,0,2
31,541890,451,16635,58
31,541910,1150,25096,26
31,541921,197,4280,111
31,541922,39,1083,21
31,541930,50,1847,12
31,541940,2102,67755,301
31,541990,89,4544,59
31,55----,20551,1612319,374
31,551111,39,8008,27
31,551112,815,58903,55
31,551114,18958,1494933,292
31,56----,124889,4948429,2709
31,561110,1635,90820,143
31,561210,164,5672,36
31,561311,728,25105,31
31,561312,65,4954,23
31,561320,15674,684276,210
31,561330,75798,3184615,16
31,561410,83,2482,31
31,561421,9,253,8
31,561422,4606,134019,49
31,561431,32,1080,13
31,561439,84,2936,21
31,561440,1295,47587,37
31,561450,0,0,3
31,561491,0,0,2
31,561492,27,733,19
31,561499,346,26022,30
31,561510,238,10639,62
31,561520,0,0,5
31,561591,0,0,4
31,561599,1448,47312,16
31,561611,49,1971,15
31,561612,2073,46011,47
31,561613,119,3636,9
31,561621,282,19703,27
31,561622,53,1999,21
31,561710,317,14082,80
31,561720,6040,105376,461
31,561730,3443,116592,827
31,561740,186,4922,74
31,561790,178,7409,42
31,561910,0,0,3
31,561920,32,1304,11
31,561990,889,26664,113
31,562111,1196,49337,143
31,562112,0,0,4
31,562119,0,0,2
31,562211,0,0,2
31,562212,0,0,13
31,562213,0,0,1
31,562910,118,7398,21
31,562920,0,0,2
31,562991,17,556,28
31,562998,0,0,4
31,61----,17038,472003,559
31,611110,3262,85070,165
31,611210,129,2043,6
31,611310,7609,261780,30
31,611420,31,1388,6
31,611430,62,3833,18
31,611511,101,4237,17
31,611512,0,0,2
31,611513,45,1269,7
31,611519,101,3683,15
31,611610,699,7133,108
31,611620,812,8452,95
31,611630,0,0,1
31,611691,225,2428,27
31,611692,6,369,9
31,611699,118,1508,23
31,611710,94,3359,30
31,62----,128436,5817522,5679
31,621111,12955,1277880,961
31,621112,174,13093,62
31,621210,4751,231330,786
31,621310,1092,35975,407
31,621320,857,34879,184
31,621330,745,23749,242
31,621340,2582,112278,294
31,621391,151,7490,41
31,621399,301,15159,118
31,621410,103,2848,15
31,621420,635,20787,106
31,621491,0,0,6
31,621492,201,8843,38
31,621493,496,23885,42
31,621498,2005,96255,90
31,621511,639,34463,28
31,621512,70,4040,26
31,621610,2522,77485,96
31,621910,206,6461,37
31,621991,453,18636,12
31,621999,141,4986,19
31,622110,21007,1235495,93
31,622210,0,0,7
31,622310,3025,127748,8
31,623110,10490,306961,187
31,623210,979,32661,73
31,623220,828,24353,52
31,623311,2427,60964,67
31,623312,3233,70574,116
31,623990,72,1790,18
31,624110,1338,46219,109
31,624120,3922,71911,170
31,624190,3094,78855,294
31,624210,221,6673,51
31,624221,375,9655,28
31,624229,213,10586,31
31,624230,0,0,7
31,624310,1980,36386,77
31,624410,8146,135009,681
31,71----,13944,229589,907
31,711110,163,4219,19
31,711120,0,0,2
31,711130,142,3663,16
31,711190,0,0,2
31,711211,156,1741,7
31,711212,0,0,9
31,711219,0,0,5
31,711310,820,16699,37
31,711320,85,4669,27
31,711410,7,112,7
31,711510,241,7851,74
31,712110,282,7862,53
31,712120,0,0,6
31,712130,889,20793,5
31,712190,0,0,7
31,713110,0,0,4
31,713120,186,1691,20
31,713290,212,5166,24
31,713910,1590,39521,144
31,713930,0,0,3
31,713940,4768,46960,251
31,713950,313,4767,60
31,713990,808,14163,125
31,72----,77293,1143210,4493
31,721110,7657,141922,470
31,721191,0,0,7
31,721199,0,0,3
31,721211,0,0,13
31,721214,0,0,18
31,721310,97,1098,31
31,722310,1453,27283,140
31,722320,551,8738,68
31,722330,24,274,11
31,722410,3861,48021,551
31,722511,29531,454392,1438
31,722513,27187,369670,1367
31,722514,508,6351,39
31,722515,3605,48494,337
31,81----,36178,994039,5830
31,811111,3087,115592,705
31,811112,0,0,10
31,811113,401,18317,42
31,811118,74,2600,28
31,811121,1568,70893,363
31,811122,205,6571,60
31,811191,194,4381,51
31,811192,856,15497,133
31,811198,0,0,12
31,811211,13,358,9
31,811212,42,1566,32
31,811213,0,0,5
31,811219,91,6129,28
31,811310,1026,41383,283
31,811411,22,525,23
31,811412,116,4881,31
31,811420,31,1063,20
31,811430,0,0,2
31,811490,66,1638,47
31,812111,65,1553,36
31,812112,2751,60358,601
31,812113,118,2421,47
31,812191,146,1518,25
31,812199,613,10403,132
31,812210,515,17080,151
31,812220,103,3466,32
31,812310,84,1874,38
31,812320,498,10659,85
31,812331,0,0,10
31,812332,0,0,9
31,812910,500,9071,106
31,812921,0,0,2
31,812930,323,4948,33
31,812990,278,5065,72
31,813110,12705,242884,1585
31,813211,1067,59642,128
31,813212,142,7815,43
31,813219,185,6991,26
31,813311,87,3675,25
31,813312,217,9761,56
31,813319,233,7840,51
31,813410,1589,29509,280
31,813910,639,38822,172
31,813920,166,9403,45
31,813930,750,15950,105
31,813940,36,1855,17
31,813990,68,2336,34
31,99----,48,1244,94
32,------,1163734,49066866,64815
32,11----,120,7152,56
32,113110,0,0,1
32,113310,0,0,2
32,114111,8,516,5
32,114210,0,0,3
32,115112,0,0,4
32,115113,0,0,1
32,115114,0,0,2
32,115115,0,0,2
32,115116,0,0,3
32,115210,73,1749,30
32,115310,1,35,3
32,21----,10181,1024257,195
32,211111,54,3787,13
32,212111,0,0,2
32,212210,0,0,1
32,212221,5612,613789,51
32,212222,0,0,2
32,212234,0,0,3
32,212299,0,0,2
32,212311,0,0,1
32,212312,0,0,3
32,212313,0,0,1
32,212319,0,0,5
32,212321,214,12151,17
32,212322,0,0,1
32,212325,141,10787,5
32,212393,0,0,2
32,212399,66,3895,11
32,213111,0,0,7
32,213112,147,9957,28
32,213113,0,0,2
32,213114,903,108873,33
32,213115,0,0,5
32,22----,4294,447982,123
32,221112,251,33281,13
32,221114,0,0,3
32,221115,0,0,3
32,221116,69,4358,13
32,221118,0,0,4
32,221122,0,0,42
32,221210,0,0,23
32,221310,37,1021,17
32,221320,0,0,2
32,221330,0,0,3
32,23----,71935,3841731,4839
32,236115,1496,81654,203
32,236116,18,1640,7
32,236117,1628,123166,95
32,236118,3136,127028,552
32,236210,160,5002,13
32,236220,5227,385569,397
32,237110,1557,102905,73
32,237120,809,33905,7
32,237130,862,62477,49
32,237210,70,6692,38
32,237310,1459,120600,50
32,237990,188,10684,20
32,238110,2807,125231,117
32,238120,652,46356,34
32,238130,2796,126726,78
32,238140,2896,114918,105
32,238150,528,31064,71
32,238160,1747,74250,104
32,238170,32,872,11
32,238190,339,15450,41
32,238210,8165,437262,558
32,238220,11917,690620,747
32,238290,672,59059,70
32,238310,5032,200584,161
32,238320,2441,99451,232
32,238330,2056,75765,113
32,238340,1791,97247,125
32,238350,1726,78017,174
32,238390,1342,49390,100
32,238910,3576,202628,238
32,238990,2988,154481,256
32,31----,42738,2356158,1838
32,311111,0,0,2
32,311119,17,874,5
32,311230,0,0,1
32,311340,0,0,2
32,311351,0,0,1
32,311352,48,1432,10
32,311411,0,0,1
32,311412,0,0,3
32,311421,29,602,5
32,311423,0,0,2
32,311511,0,0,2
32,311513,0,0,1
32,311514,0,0,1
32,311520,0,0,5
32,311611,0,0,3
32,311612,2,83,6
32,311613,0,0,2
32,311615,0,0,1
32,311710,0,0,1
32,311811,675,12405,61
32,311812,902,31681,25
32,311813,0,0,2
32,311821,0,0,6
32,311824,0,0,2
32,311830,0,0,5
32,311911,0,0,3
32,311919,0,0,2
32,311920,12,523,10
32,311930,0,0,1
32,311941,0,0,5
32,311942,359,18038,4
32,311991,499,13392,14
32,311999,99,4339,8
32,312111,0,0,3
32,312112,0,0,3
32,312113,0,0,4
32,312120,221,9572,16
32,312130,0,0,1
32,312140,6,69,5
32,312230,2,275,4
32,313210,0,0,3
32,313220,0,0,1
32,313230,0,0,2
32,313310,0,0,1
32,313320,0,0,1
32,314120,53,1927,10
32,314910,42,1678,9
32,314994,0,0,1
32,314999,294,9825,33
32,315210,0,0,5
32,315240,8,329,6
32,315280,0,0,2
32,315990,0,0,3
32,316992,0,0,1
32,316998,0,0,3
32,321113,0,0,2
32,321114,0,0,2
32,321214,320,11371,6
32,321911,59,3494,4
32,321912,0,0,2
32,321918,0,0,5
32,321920,230,7491,17
32,321991,0,0,1
32,321992,0,0,5
32,321999,20,656,9
32,322110,0,0,1
32,322122,0,0,1
32,322211,0,0,1
32,322219,0,0,2
32,322220,5,185,7
32,322230,0,0,3
32,322291,349,23726,4
32,322299,0,0,4
32,323111,2256,97643,132
32,323113,475,13930,34
32,323120,26,866,6
32,324110,0,0,2
32,324121,24,987,6
32,324122,0,0,3
32,324199,0,0,2
32,325120,0,0,3
32,325180,0,0,6
32,325193,0,0,1
32,325199,0,0,3
32,325211,44,1684,5
32,325311,0,0,2
32,325314,0,0,2
32,325320,0,0,1
32,325411,0,0,7
32,325412,403,20564,13
32,325413,0,0,3
32,325510,0,0,6
32,325520,0,0,1
32,325611,0,0,2
32,325612,0,0,3
32,325620,17,1019,7
32,325910,0,0,2
32,325991,0,0,2
32,325992,0,0,2
32,325998,44,2696,13
32,326111,0,0,5
32,326112,0,0,2
32,326113,0,0,3
32,326121,0,0,1
32,326122,0,0,4
32,326130,0,0,2
32,326140,0,0,1
32,326150,43,2380,6
32,326160,129,7175,5
32,326191,0,0,3
32,326199,1017,44737,38
32,326212,39,2310,4
32,326220,0,0,2
32,326291,0,0,1
32,326299,0,0,4
32,327110,0,0,2
32,327120,0,0,1
32,327211,0,0,1
32,327215,228,6757,13
32,327310,0,0,2
32,327320,849,47192,52
32,327331,135,8332,9
32,327332,0,0,2
32,327390,495,22729,15
32,327410,0,0,4
32,327420,334,19295,5
32,327991,242,11354,19
32,327992,0,0,6
32,327993,0,0,1
32,327999,165,8120,11
32,331110,0,0,1
32,331210,0,0,1
32,331410,0,0,2
32,331491,0,0,2
32,331492,0,0,1
32,331511,0,0,1
32,331512,0,0,1
32,331524,0,0,2
32,332112,0,0,1
32,332114,0,0,3
32,332119,0,0,4
32,332215,0,0,1
32,332216,0,0,5
32,332311,0,0,7
32,332312,469,31949,21
32,332313,0,0,5
32,332321,112,4755,9
32,332322,1021,43246,37
32,332323,318,13770,38
32,332420,0,0,3
32,332431,0,0,2
32,332510,64,2248,11
32,332618,70,2364,8
32,332710,609,24128,63
32,332721,161,6148,13
32,332722,224,7162,7
32,332811,0,0,3
32,332812,125,4313,17
32,332813,121,4527,16
32,332911,0,0,4
32,332912,0,0,2
32,332913,0,0,1
32,332919,0,0,2
32,332992,0,0,3
32,332993,0,0,1
32,332994,0,0,8
32,332996,0,0,1
32,332999,296,9539,20
32,333111,0,0,1
32,333120,0,0,3
32,333131,0,0,2
32,333132,0,0,1
32,333241,21,1326,7
32,333242,0,0,1
32,333244,0,0,2
32,333249,14,560,6
32,333318,13,496,7
32,333413,0,0,5
32,333414,0,0,2
32,333415,0,0,3
32,333511,0,0,5
32,333514,0,0,3
32,333515,0,0,3
32,333517,0,0,5
32,333611,0,0,2
32,333612,0,0,1
32,333613,0,0,1
32,333618,0,0,2
32,333911,0,0,2
32,333912,0,0,2
32,333922,0,0,2
32,333923,0,0,4
32,333924,0,0,1
32,333991,0,0,3
32,333992,0,0,1
32,333993,0,0,3
32,333994,0,0,2
32,333996,0,0,1
32,333997,0,0,1
32,333999,263,11030,9
32,334111,0,0,4
32,334118,0,0,2
32,334220,0,0,13
32,334290,0,0,1
32,334310,8,180,4
32,334412,0,0,1
32,334413,0,0,6
32,334416,0,0,3
32,334417,0,0,1
32,334418,311,13260,8
32,334419,156,5504,8
32,334510,31,1490,6
32,334511,0,0,2
32,334512,0,0,1
32,334513,0,0,8
32,334514,0,0,1
32,334515,0,0,6
32,334516,0,0,3
32,334517,0,0,2
32,334519,0,0,5
32,334613,0,0,2
32,334614,3,90,4
32,335121,0,0,4
32,335122,116,5898,7
32,335129,0,0,5
32,335311,0,0,2
32,335312,0,0,3
32,335313,0,0,4
32,335314,18,615,5
32,335911,0,0,4
32,335912,0,0,1
32,335931,0,0,3
32,335999,0,0,7
32,336111,0,0,2
32,336120,0,0,1
32,336214,0,0,2
32,336310,197,7481,15
32,336320,0,0,4
32,336330,3,283,3
32,336360,0,0,1
32,336390,23,908,8
32,336411,30,1143,9
32,336412,0,0,2
32,336413,0,0,5
32,336510,0,0,3
32,336991,0,0,3
32,336999,0,0,2
32,337110,219,7887,42
32,337121,0,0,3
32,337122,0,0,5
32,337124,0,0,1
32,337125,0,0,1
32,337127,0,0,4
32,337211,0,0,1
32,337212,498,25134,22
32,337214,0,0,3
32,337215,20,1132,9
32,337910,53,933,8
32,337920,0,0,3
32,339112,52,3729,10
32,339113,65,3127,12
32,339114,0,0,3
32,339115,32,1037,6
32,339116,311,13993,58
32,339910,7,171,10
32,339920,80,4408,12
32,339930,12,536,6
32,339940,0,0,5
32,339950,1160,62189,76
32,339991,0,0,1
32,339992,0,0,1
32,339999,1139,107402,32
32,42----,36482,2179861,2992
32,423110,490,28799,36
32,423120,1360,71641,108
32,423130,254,12359,24
32,423140,109,4183,10
32,423210,271,14324,33
32,423220,485,30041,50
32,423310,488,23293,38
32,423320,312,13965,35
32,423330,75,4055,11
32,423390,330,20331,34
32,423410,17,929,9
32,423420,771,44673,65
32,423430,446,26606,55
32,423440,339,14414,44
32,423450,1321,101223,101
32,423460,34,1455,8
32,423490,35,1664,13
32,423510,342,20131,40
32,423520,0,0,1
32,423610,1307,78152,122
32,423620,136,10170,28
32,423690,1321,115977,120
32,423710,536,30858,57
32,423720,613,44426,51
32,423730,497,29900,41
32,423740,63,4149,10
32,423810,1123,85635,57
32,423820,112,5342,27
32,423830,1337,77158,147
32,423840,370,17651,50
32,423850,397,21685,36
32,423860,68,3929,17
32,423910,633,37945,59
32,423920,48,2431,21
32,423930,381,15472,50
32,423940,106,4321,38
32,423990,1695,153751,87
32,424110,11,691,5
32,424120,171,7194,24
32,424130,250,13307,20
32,424210,1407,80815,139
32,424310,17,754,5
32,424320,33,1362,10
32,424330,294,9570,29
32,424340,136,5619,12
32,424410,575,34617,15
32,424420,729,55425,34
32,424430,319,15002,21
32,424440,0,0,1
32,424450,366,17902,34
32,424460,77,3912,8
32,424470,388,20500,15
32,424480,432,19525,23
32,424490,2424,121660,137
32,424510,0,0,2
32,424590,13,288,4
32,424610,186,10548,23
32,424690,339,21192,67
32,424710,217,14332,30
32,424720,219,8626,16
32,424810,999,50326,12
32,424820,2015,196748,36
32,424910,67,2538,18
32,424920,0,0,5
32,424930,88,3333,15
32,424940,311,11028,14
32,424950,58,2466,13
32,424990,531,20566,107
32,425110,0,0,3
32,425120,1661,74670,362
32,44----,146292,4130542,8708
32,441110,8273,526973,112
32,441120,1474,65023,164
32,441210,406,24169,24
32,441222,114,4181,13
32,441228,790,30399,63
32,441310,3213,84883,288
32,441320,1620,62019,167
32,442110,1927,81028,184
32,442210,644,27330,72
32,442291,47,1909,13
32,442299,1256,25864,115
32,443141,279,8944,40
32,443142,3293,95800,288
32,444110,167,4294,43
32,444120,259,9942,39
32,444130,685,23263,71
32,444190,1596,71754,169
32,444210,54,1691,12
32,444220,798,22231,61
32,445110,20052,510369,313
32,445120,1751,32077,281
32,445210,255,5641,22
32,445220,0,0,2
32,445230,0,0,2
32,445291,65,1592,20
32,445292,653,12107,64
32,445299,329,4938,46
32,445310,856,23841,152
32,446110,4615,175831,316
32,446120,2382,49699,230
32,446130,859,26808,104
32,446191,647,11677,130
32,446199,518,17609,57
32,447110,7053,142770,725
32,447190,881,23004,55
32,448110,775,21633,94
32,448120,3961,72342,316
32,448130,588,10649,60
32,448140,11051,174495,398
32,448150,1576,45970,153
32,448190,1737,33986,126
32,448210,3860,66546,295
32,448310,1663,76690,219
32,448320,438,18780,35
32,451110,2369,49932,170
32,451120,1127,17343,78
32,451130,276,3822,25
32,451140,219,4835,20
32,451211,427,7075,37
32,451212,0,0,9
32,452111,3312,86492,25
32,452112,4650,93035,42
32,452910,0,0,44
32,452990,2567,40680,196
32,453110,319,6559,73
32,453210,576,12673,51
32,453220,2187,39475,243
32,453310,2097,39754,138
32,453910,1105,23404,76
32,453920,190,8376,40
32,453930,0,0,8
32,453991,542,13774,150
32,453998,1563,46323,247
32,454111,3871,157070,519
32,454112,31,964,9
32,454113,321,17253,53
32,454210,218,7424,26
32,454310,241,10643,43
32,454390,888,35377,233
32,48----,52319,2283808,1557
32,481111,6363,497781,25
32,481112,0,0,1
32,481211,318,20237,24
32,481212,0,0,2
32,481219,0,0,7
32,483113,0,0,1
32,483114,0,0,1
32,483211,0,0,1
32,484110,900,35884,104
32,484121,2347,105841,196
32,484122,2014,115100,73
32,484210,1143,34028,64
32,484220,930,48957,161
32,484230,383,19845,64
32,485113,0,0,8
32,485119,0,0,3
32,485210,217,6412,8
32,485310,7208,203221,26
32,485320,2363,51444,43
32,485410,0,0,5
32,485510,489,14632,25
32,485991,279,6040,19
32,485999,364,11271,18
32,486210,0,0,4
32,486910,0,0,3
32,487110,373,10813,19
32,487210,40,986,9
32,487990,809,44934,11
32,488119,1336,27816,27
32,488190,459,29436,50
32,488210,23,1175,4
32,488390,0,0,1
32,488410,857,31474,73
32,488490,891,36051,20
32,488510,1722,72458,124
32,488991,30,888,5
32,488999,0,0,1
32,492110,4560,198795,87
32,492210,543,19250,47
32,493110,9687,396138,158
32,493120,0,0,5
32,493130,0,0,3
32,493190,302,11245,27
32,51----,16861,1085874,1353
32,511110,786,38669,40
32,511120,226,11386,56
32,511130,60,5629,25
32,511140,24,1331,9
32,511191,0,0,2
32,511199,23,1332,8
32,511210,1593,167977,139
32,512110,329,16252,119
32,512120,0,0,5
32,512131,1335,16253,39
32,512132,0,0,2
32,512191,16,1141,12
32,512199,0,0,4
32,512210,0,0,1
32,512230,9,661,8
32,512240,43,2143,20
32,512290,0,0,3
32,515111,57,2237,6
32,515112,564,27069,40
32,515120,1004,60071,28
32,515210,9,1106,4
32,517110,4188,281902,252
32,517210,1738,106387,146
32,517410,121,6008,4
32,517911,456,28559,28
32,517919,221,12846,36
32,518210,2292,173052,153
32,519110,0,0,5
32,519120,0,0,1
32,519130,814,78627,145
32,519190,22,1310,13
32,52----,36926,2349078,4254
32,522110,9090,528905,560
32,522120,119,7020,21
32,522130,1275,64482,108
32,522210,0,0,7
32,522220,516,37443,45
32,522291,785,35349,165
32,522292,1606,164264,165
32,522294,0,0,2
32,522298,1097,47983,163
32,522310,1201,119554,89
32,522320,658,44272,85
32,522390,885,28541,163
32,523110,46,8825,15
32,523120,2213,179626,282
32,523130,0,0,4
32,523140,36,1076,13
32,523910,521,42710,257
32,523920,935,66504,209
32,523930,607,40765,182
32,523991,225,16779,53
32,523999,23,1225,10
32,524113,415,36726,56
32,524114,2907,173483,131
32,524126,1819,126142,108
32,524127,776,56680,66
32,524128,0,0,4
32,524130,0,0,2
32,524210,4388,222724,1159
32,524291,295,20117,34
32,524292,836,41133,51
32,524298,258,12457,32
32,525910,0,0,1
32,525990,92,950,12
32,53----,30199,1345867,4417
32,531110,3348,105861,570
32,531120,1381,61711,309
32,531130,597,15525,254
32,531190,305,8520,110
32,531210,8118,425249,1464
32,531311,5895,233742,598
32,531312,1655,117978,155
32,531320,296,15464,145
32,531390,394,28864,179
32,532111,1831,61258,145
32,532112,80,4332,7
32,532120,687,25688,42
32,532210,281,14100,50
32,532220,50,1525,8
32,532230,0,0,6
32,532291,370,12873,31
32,532292,16,491,16
32,532299,413,15411,48
32,532310,13,624,11
32,532411,6,688,4
32,532412,735,46393,72
32,532420,76,5033,8
32,532490,2972,107008,143
32,533110,209,20509,42
32,54----,58427,3635976,8922
32,541110,8413,658037,1609
32,541191,424,53872,65
32,541199,176,6402,63
32,541211,2334,153314,422
32,541213,2118,16598,349
32,541214,1663,94943,55
32,541219,3133,90359,434
32,541310,1185,96346,152
32,541320,67,4703,22
32,541330,7383,589315,533
32,541340,44,2534,24
32,541350,130,8622,55
32,541360,22,1278,13
32,541370,292,18327,57
32,541380,906,50122,81
32,541410,613,30817,94
32,541420,14,476,10
32,541430,378,15725,125
32,541490,44,2195,21
32,541511,2899,232851,654
32,541512,2215,169134,494
32,541513,578,54129,56
32,541519,360,22567,110
32,541611,3246,227601,992
32,541612,657,33344,82
32,541613,3111,135121,600
32,541614,646,19697,78
32,541618,128,7392,64
32,541620,511,31725,122
32,541690,741,44301,287
32,541711,17,1462,9
32,541712,2572,218369,105
32,541720,50,1362,11
32,541810,1939,125944,148
32,541820,458,27021,98
32,541830,8,331,7
32,541840,44,1656,17
32,541850,357,19168,48
32,541860,124,5753,25
32,541870,112,7214,17
32,541890,1400,92278,66
32,541910,1109,29978,43
32,541921,799,19156,126
32,541922,111,3971,42
32,541930,52,2059,17
32,541940,3216,128590,228
32,541990,779,30633,192
32,55----,18052,1767626,497
32,551111,0,0,16
32,551112,886,101849,146
32,551114,17086,1636625,335
32,56----,117185,3889907,4447
32,561110,5011,252811,419
32,561210,760,29636,49
32,561311,1194,39679,57
32,561312,53,4215,29
32,561320,26288,646264,309
32,561330,18478,878525,42
32,561410,344,9485,73
32,561421,213,5799,18
32,561422,6437,169551,70
32,561431,331,8559,106
32,561439,376,13445,63
32,561440,947,34428,45
32,561450,115,10743,10
32,561491,124,4456,15
32,561492,159,8212,56
32,561499,322,12356,31
32,561510,1220,54453,146
32,561520,925,34482,77
32,561591,2,173,6
32,561599,3981,252052,82
32,561611,429,10336,53
32,561612,9980,228897,138
32,561613,305,13832,7
32,561621,975,47919,56
32,561622,209,8595,42
32,561710,948,36357,182
32,561720,9202,177007,701
32,561730,8420,257628,707
32,561740,546,17424,121
32,561790,1013,30906,218
32,561910,23,1169,13
32,561920,11341,296197,153
32,561990,1165,35112,208
32,562111,346,21364,57
32,562112,0,0,1
32,562119,190,5729,6
32,562211,0,0,7
32,562212,111,6951,6
32,562219,0,0,2
32,562910,613,23577,27
32,562920,365,8667,11
32,562991,166,8538,22
32,562998,69,3218,6
32,61----,10606,369860,723
32,611110,3295,123262,83
32,611210,320,12127,9
32,611310,1326,73735,23
32,611420,65,2296,19
32,611430,430,23692,82
32,611511,160,5208,14
32,611512,66,2981,15
32,611513,182,8500,21
32,611519,1007,30818,66
32,611610,552,7730,95
32,611620,866,15736,115
32,611630,76,1441,12
32,611691,755,10180,52
32,611692,26,506,10
32,611699,524,17348,54
32,611710,299,12151,53
32,62----,120681,6000306,7165
32,621111,17967,1545878,2263
32,621112,208,13697,83
32,621210,8214,385682,1162
32,621310,1047,38292,283
32,621320,1334,54554,243
32,621330,961,28765,247
32,621340,2225,88350,299
32,621391,219,8489,60
32,621399,660,36182,161
32,621410,109,4708,19
32,621420,739,30407,63
32,621491,0,0,21
32,621492,0,0,53
32,621493,1202,57203,51
32,621498,1848,102400,106
32,621511,1913,90755,163
32,621512,1039,71681,70
32,621610,5907,203811,240
32,621910,459,22418,35
32,621991,541,25653,14
32,621999,127,5745,31
32,622110,29763,1844028,35
32,622210,1559,65427,12
32,622310,1669,79747,15
32,623110,7491,257403,66
32,623210,1623,31480,141
32,623220,962,33734,33
32,623311,382,8621,15
32,623312,3021,67490,192
32,623990,583,14706,23
32,624110,746,26589,82
32,624120,7515,119362,242
32,624190,1408,47055,185
32,624210,425,13895,21
32,624221,375,11401,21
32,624229,171,6125,22
32,624230,90,3526,5
32,624310,3192,66196,68
32,624410,4514,92699,320
32,71----,29541,1327286,1529
32,711110,1676,95561,55
32,711120,189,5219,10
32,711130,540,25971,67
32,711190,149,9933,23
32,711211,160,8990,9
32,711212,0,0,3
32,711219,52,10154,33
32,711310,541,14145,20
32,711320,68,1837,65
32,711410,448,39616,66
32,711510,922,75548,336
32,712110,583,15538,31
32,712120,0,0,3
32,712130,13,583,5
32,712190,0,0,1
32,713110,254,3861,5
32,713120,296,4733,29
32,713210,5452,142459,58
32,713290,4564,168831,177
32,713910,3266,78300,68
32,713920,0,0,6
32,713930,180,5823,14
32,713940,5482,85384,272
32,713950,0,0,11
32,713990,1835,53184,162
32,72----,321210,9543265,6548
32,721110,16424,487844,395
32,721120,179953,6562614,142
32,721191,0,0,4
32,721199,22,522,7
32,721211,501,10838,51
32,721214,0,0,4
32,721310,16,128,5
32,722310,4921,128059,128
32,722320,614,12631,87
32,722330,150,2447,48
32,722410,9976,225709,657
32,722511,55520,1304536,1977
32,722513,44766,667870,2439
32,722514,736,8909,33
32,722515,6273,103704,571
32,81----,34187,1085019,4541
32,811111,2484,111652,560
32,811112,10,417,7
32,811113,126,4613,37
32,811118,232,8199,44
32,811121,1740,82985,220
32,811122,261,9440,54
32,811191,564,13993,78
32,811192,1391,24274,142
32,811198,291,8269,63
32,811211,99,4723,16
32,811212,219,8102,65
32,811213,26,710,13
32,811219,76,4268,25
32,811310,985,57155,126
32,811411,3,40,8
32,811412,140,4571,51
32,811420,207,7816,43
32,811430,37,1343,7
32,811490,162,5045,55
32,812111,34,783,18
32,812112,2599,58488,492
32,812113,295,5855,96
32,812191,148,2552,23
32,812199,2291,45254,262
32,812210,462,17350,53
32,812220,132,5266,18
32,812310,174,3750,56
32,812320,1446,32268,167
32,812331,2007,62750,17
32,812332,645,27710,15
32,812910,746,15669,155
32,812922,0,0,2
32,812930,944,27843,65
32,812990,929,27489,222
32,813110,5750,142532,559
32,813211,294,15540,75
32,813212,135,6835,30
32,813219,147,5032,20
32,813311,69,4144,18
32,813312,497,16660,49
32,813319,322,13563,31
32,813410,482,12708,89
32,813910,369,22670,88
32,813920,174,11236,37
32,813930,1043,37679,93
32,813940,120,8215,27
32,813990,1471,48701,150
32,99----,131,4419,111
33,------,594243,29193307,37868
33,11----,633,30979,141
33,113110,0,0,4
33,113210,0,0,1
33,113310,418,18092,95
33,114111,0,0,1
33,114112,0,0,2
33,114119,0,0,1
33,114210,0,0,1
33,115112,0,0,2
33,115114,0,0,1
33,115210,33,356,21
33,115310,50,3192,12
33,21----,216,16812,52
33,211111,0,0,3
33,212311,0,0,2
33,212312,0,0,1
33,212313,0,0,1
33,212319,35,2942,6
33,212321,63,4364,33
33,213111,0,0,2
33,213112,0,0,3
33,213115,0,0,1
33,22----,2925,279294,119
33,221111,59,4727,26
33,221112,141,14961,7
33,221113,0,0,1
33,221115,0,0,1
33,221117,0,0,5
33,221118,0,0,2
33,221122,119,12707,43
33,221210,0,0,9
33,221310,19,1215,19
33,221320,0,0,5
33,221330,0,0,1
33,23----,26188,1636900,4007
33,236115,931,49949,279
33,236116,0,0,9
33,236117,418,24623,78
33,236118,1633,72230,500
33,236210,72,6301,9
33,236220,2088,156254,142
33,237110,825,63849,58
33,237120,0,0,2
33,237130,908,74438,40
33,237210,17,2912,17
33,237310,1030,110342,71
33,237990,53,3466,17
33,238110,597,36322,114
33,238120,163,13040,13
33,238130,436,20485,83
33,238140,466,21635,90
33,238150,112,6606,32
33,238160,386,22446,57
33,238170,186,7810,44
33,238190,165,10559,27
33,238210,2853,157289,513
33,238220,4255,253339,592
33,238290,494,38134,33
33,238310,2176,134954,157
